City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
161,grobina,56.5352,21.1678,11.88,87,0,2.57,LV,1682380534
162,saldanha,-33.0117,17.9442,16.03,89,40,1.81,ZA,1682380535
163,sobolevo,54.4299,31.8996,7.8,82,9,2.85,RU,1682380535
164,luena,-11.7833,19.9167,17.01,88,93,1.15,AO,1682380536
165,castro,-24.7911,-50.0119,13.35,89,4,2.74,BR,1682380517
166,sao lourenco do sul,-31.3653,-51.9783,20.07,88,22,6.02,BR,1682380536
167,jacobina,-11.1806,-40.5183,20.18,84,34,1.87,BR,1682380536
168,oak ridge,36.0104,-84.2696,14.92,44,3,2.91,US,1682380537
169,merritt,50.1123,-120.7942,9.3,74,95,2.04,CA,1682380537
170,koumac,-20.5667,164.2833,27.46,65,78,3.19,NC,1682380538
171,comodoro rivadavia,-45.8667,-67.5,20.92,11,0,6.17,AR,1682380538
172,altamira,-3.2033,-52.2064,23.11,97,100,1.18,BR,1682380539
173,andros town,24.7,-77.7667,25.98,70,64,5.26,BS,1682380539
174,mirnyy,62.5353,113.9611,-7.09,79,59,0.89,RU,1682380539
175,saskylakh,71.9167,114.0833,-12.05,96,100,1.27,RU,1682380539
176,makakilo city,21.3469,-158.0858,28.18,72,100,2.06,US,1682380540
177,road town,18.4167,-64.6167,25.02,73,20,2.57,VG,1682380540
178,envira,-7.3,-70.2167,22.45,98,99,0.72,BR,1682380540
179,chuy,-33.6971,-53.4616,19.03,90,82,3.39,UY,1682380540
180,strathpeffer,57.588,-4.5382,2.86,85,56,1.9,GB,1682380541
181,katsuura,35.1333,140.3,17.01,48,34,5.19,JP,1682380541
182,sorland,67.667,12.6934,1.92,55,3,4.8,NO,1682380541
183,jalu,29.0331,21.5482,22.46,39,100,4.41,LY,1682380541
184,caraballeda,10.6112,-66.8522,28.04,65,84,2.06,VE,1682380542
185,zhuanghe,39.7008,122.9911,11.53,61,100,4.7,CN,1682380542
186,bredasdorp,-34.5322,20.0403,14.46,84,4,1.94,ZA,1682380542
187,nishihara,26.1842,127.7558,23.6,73,100,3.6,JP,1682380424
188,sao filipe,14.8961,-24.4956,23.7,73,2,2.97,CV,1682380542
189,ginir,7.1333,40.7,14.1,88,63,1.79,ET,1682380543
190,oksfjord,70.2396,22.3479,-4.96,85,36,2.26,NO,1682380544
191,pisco,-13.7,-76.2167,23.03,78,2,9.77,PE,1682380544
192,saint paul,44.9444,-93.0933,8.66,48,100,3.09,US,1682380544
193,mar del plata,-38.0023,-57.5575,18.38,94,100,4.63,AR,1682380544
194,maningrida,-12.0667,134.2667,28.15,74,92,6.06,AU,1682380545
195,dudinka,69.4058,86.1778,0.49,79,100,7.44,RU,1682380546
196,coxim,-18.5067,-54.76,24.09,77,10,1.37,BR,1682380546
197,faya,18.3851,42.4509,13.06,51,73,1.79,SA,1682380546
198,port keats,-14.25,129.55,28.18,63,13,5.2,AU,1682380546
199,nikolskoye,59.7035,30.7861,11.56,71,74,2.72,RU,1682380546
200,belaya gora,68.5333,146.4167,-2.21,91,35,3.87,RU,1682380547
201,akdepe,42.0551,59.3788,19.05,26,57,8.88,TM,1682380547
202,guilin,25.2819,110.2864,12.06,90,100,2.37,CN,1682380391
203,vysokogornyy,50.1167,139.15,1.39,51,27,6.35,RU,1682380547
204,thinadhoo,0.5333,72.9333,29.1,73,100,4.13,MV,1682380548
205,luderitz,-26.6481,15.1594,16.8,88,0,4.66,NA,1682380548
206,pokosnoye,55.5258,101.0536,3.0,68,99,1.63,RU,1682380548
207,palmas bellas,9.2319,-80.0867,25.65,77,62,2.62,PA,1682380548
208,nanortalik,60.1432,-45.2371,0.16,94,31,2.6,GL,1682380549
209,airai,-8.9266,125.4092,19.61,79,45,1.71,TL,1682380550
210,nemuro,43.3236,145.575,5.82,62,22,8.36,JP,1682380550
211,kilindoni,-7.9139,39.6668,27.75,81,79,5.94,TZ,1682380550
212,fort-shevchenko,44.5086,50.263,19.9,34,99,11.73,KZ,1682380550
213,ribeira grande,38.5167,-28.7,17.65,95,55,6.71,PT,1682380550
214,carnarvon,-24.8667,113.6333,18.71,65,95,8.3,AU,1682380551
215,shimoda,34.6667,138.95,15.2,61,55,6.44,JP,1682380264
216,constitucion,-35.3333,-72.4167,11.25,92,10,4.43,CL,1682380553
217,ashqelon,31.6693,34.5715,16.01,70,5,0.54,IL,1682380553
218,lazurne,46.084,32.5295,10.19,72,8,2.09,UA,1682380553
219,pereleshino,51.7376,40.1388,9.47,84,89,2.75,RU,1682380553
220,sitka,57.0531,-135.33,3.94,81,100,7.2,US,1682380554
221,avarua,-21.2078,-159.775,27.03,65,37,6.69,CK,1682380554
222,san rafael,-34.6177,-68.3301,17.74,49,0,3.69,AR,1682380555
223,riyadh,24.6877,46.7219,25.08,40,60,5.36,SA,1682380555
224,caceres,39.522,-6.3748,14.26,69,85,1.93,ES,1682380555
225,high rock,26.6208,-78.2833,25.01,74,94,6.63,BS,1682380556
226,kuznetsk,53.1167,46.6004,11.35,63,84,2.15,RU,1682380556
227,padang,-0.9492,100.3543,25.03,95,100,3.28,ID,1682380316
228,bara,10.3744,10.7288,27.37,59,100,0.89,NG,1682380557
229,tongchuan,35.0806,109.0897,7.94,76,46,2.07,CN,1682380557
230,jalingo,8.8833,11.3667,24.74,58,60,0.93,NG,1682380557
231,diffa,13.3154,12.6113,30.12,37,100,3.5,NE,1682380558
232,semporna,4.4818,118.6112,27.26,83,93,2.04,MY,1682380558
233,agua verde,22.9,-106.05,25.02,59,98,3.44,MX,1682380558
234,muzhi,65.3667,64.6667,-4.73,82,62,2.08,RU,1682380559
235,nome,64.5011,-165.4064,-3.24,64,0,3.77,US,1682380559
236,guane,22.2025,-84.0875,26.4,61,59,2.59,CU,1682380560
237,umm kaddadah,13.6017,26.6876,28.06,19,43,4.16,SD,1682380560
238,krasnoarmeysk,51.0239,45.6969,11.18,98,100,4.06,RU,1682380561
239,andenes,69.3143,16.1194,-1.15,80,0,1.54,NO,1682380561
240,garcia hernandez,9.6144,124.2946,28.34,75,26,4.54,PH,1682380561
241,kibre mengist,5.8833,38.9833,14.75,97,92,1.03,ET,1682380562
242,khash,28.2211,61.2158,17.62,43,100,0.64,IR,1682380562
243,cherskiy,68.75,161.3,0.47,65,1,1.21,RU,1682380562
244,bonavista,48.6499,-53.1147,0.46,98,100,7.35,CA,1682380563
245,mitu,1.1983,-70.1733,22.31,96,100,0.6,CO,1682380563
246,harper,4.375,-7.7169,27.28,84,100,2.79,LR,1682380563
247,morant bay,17.8815,-76.4093,29.79,74,64,3.63,JM,1682380564
248,muriae,-21.1306,-42.3664,19.45,87,65,1.39,BR,1682380564
249,ardakan,32.31,54.0175,19.57,44,100,4.08,IR,1682380564
250,kandrian,-6.2167,149.55,27.63,82,100,4.1,PG,1682380564
251,inhambane,-23.865,35.3833,21.65,80,33,1.34,MZ,1682380565
252,vanimo,-2.6741,141.3028,28.94,72,69,2.36,PG,1682380565
253,saint-joseph,-21.3667,55.6167,24.21,78,17,0.71,RE,1682380565
254,esperance,-33.8667,121.9,15.95,68,63,5.21,AU,1682380565
255,honningsvag,70.9821,25.9704,-0.14,64,100,5.14,NO,1682380566
256,omsukchan,62.5333,155.8,-3.61,83,49,2.53,RU,1682380566
257,doka,13.5167,35.7667,31.01,31,62,1.46,SD,1682380566
258,zaysan,47.4667,84.8667,10.6,78,100,4.31,KZ,1682380567
259,bar harbor,44.3876,-68.2039,6.1,80,100,1.79,US,1682380567
260,changying,52.8733,123.3213,-0.82,56,84,3.8,CN,1682380567
261,tres arroyos,-38.3739,-60.2798,14.99,57,45,3.83,AR,1682380567
262,puerto colombia,10.9878,-74.9547,29.05,74,41,4.97,CO,1682380567
263,yatou,37.15,122.3833,11.3,36,100,3.03,CN,1682380568
264,saint george,37.1041,-113.5841,28.02,18,3,4.02,US,1682380568
265,okakarara,-20.5833,17.4333,16.37,74,47,2.46,NA,1682380568
266,iqaluit,63.7506,-68.5145,-0.15,100,100,5.66,CA,1682380568
267,livingston,55.9029,-3.5226,3.25,83,0,2.06,GB,1682380569
268,cadca,49.435,18.789,10.66,95,100,2.34,SK,1682380294
269,ostrovnoy,68.0531,39.5131,-8.47,90,58,5.3,RU,1682380569
270,maragogi,-9.0122,-35.2225,24.68,86,66,2.02,BR,1682380570
271,coari,-4.085,-63.1414,23.42,96,78,0.69,BR,1682380570
272,boyabat,41.4689,34.7667,6.42,94,17,0.19,TR,1682380571
273,kavieng,-2.5744,150.7967,29.18,74,51,4.33,PG,1682380571
274,ivanteyevka,55.9711,37.9208,13.3,57,54,1.79,RU,1682380571
275,ulaangom,49.9811,92.0667,4.44,34,100,1.0,MN,1682380572
276,waipawa,-41.4122,175.5153,13.98,56,14,2.41,NZ,1682380572
277,el alto,-4.2714,-81.2147,26.81,77,95,1.3,PE,1682380572
278,loralai,30.3705,68.598,17.96,29,96,2.01,PK,1682380573
279,cidreira,-30.1811,-50.2056,21.97,81,4,8.25,BR,1682380573
280,synya,65.3718,58.0387,-2.87,97,100,2.46,RU,1682380573
281,pierre,44.3683,-100.351,14.36,26,57,5.81,US,1682380574
282,kargasok,59.0556,80.8572,-3.24,83,72,7.15,RU,1682380574
283,atar,20.5169,-13.0499,29.44,16,0,3.95,MR,1682380574
284,mehamn,71.0357,27.8492,-0.03,55,75,7.72,NO,1682380575
285,vardo,70.3705,31.1107,-2.01,74,100,8.23,NO,1682380575
286,kudahuvadhoo,2.6708,72.8944,28.47,77,94,3.48,MV,1682380575
287,semenivka,52.1783,32.5818,8.84,81,76,2.27,UA,1682380576
288,khandyga,62.6667,135.6,-0.95,83,97,0.93,RU,1682380577
289,utete,-7.986,38.758,22.89,97,82,0.98,TZ,1682380577
290,bang pakong,13.543,100.9933,31.66,90,68,2.49,TH,1682380513
291,esso,55.9333,158.7,-1.45,88,100,0.76,RU,1682380578
292,puerto narino,-3.7703,-70.3831,21.81,100,100,0.95,CO,1682380578
293,muros,42.7762,-9.0603,15.93,90,100,2.97,ES,1682380578
294,williams lake,52.1415,-122.1445,12.76,46,75,3.09,CA,1682380578
295,cosamaloapan,18.3667,-95.8,26.61,70,82,4.45,MX,1682380579
296,naze,28.3667,129.4833,20.51,80,93,6.43,JP,1682380579
297,udachnyy,66.4167,112.4,-6.23,98,99,3.37,RU,1682380579
298,wagar,16.1525,36.2032,29.8,49,73,5.27,SD,1682380580
299,dutse,11.7594,9.3392,28.14,43,100,1.24,NG,1682380580
300,jugsalai,22.7667,86.1833,26.42,47,63,0.88,IN,1682380580
301,luza,60.6308,47.2512,9.04,76,30,3.25,RU,1682380581
302,pinawa,50.1489,-95.8811,5.55,49,100,1.51,CA,1682380581
303,joao pinheiro,-17.7425,-46.1725,21.69,68,100,4.08,BR,1682380581
304,manoel urbano,-8.8389,-69.2597,22.81,98,91,0.51,BR,1682380581
305,yumen,40.2833,97.2,9.88,24,0,1.63,CN,1682380582
306,pemba,-12.974,40.5178,24.39,88,20,3.6,MZ,1682380582
307,albion,42.2431,-84.753,7.79,39,75,2.06,US,1682380582
308,kozhevnikovo,56.2589,83.9714,-2.43,76,50,6.06,RU,1682380582
309,bereda,43.2686,-7.5406,13.1,100,100,1.75,ES,1682380583
310,sao joao da barra,-21.6403,-41.0511,22.05,83,68,2.69,BR,1682380583
311,erenhot,43.6475,111.9767,1.28,37,27,6.31,CN,1682380584
312,coronado,32.6859,-117.1831,23.12,73,9,3.13,US,1682380584
313,karauli,26.5,77.0167,22.23,51,95,3.54,IN,1682380584
314,san patricio,28.017,-97.5169,22.31,78,54,4.73,US,1682380584
315,hambantota,6.1241,81.1185,26.32,85,39,1.26,LK,1682380185
316,surgut,61.25,73.4167,-5.9,73,0,4.02,RU,1682380552
317,farafangana,-22.8167,47.8333,22.37,86,4,3.97,MG,1682380585
318,coahuayana,18.7333,-103.6833,27.59,66,66,2.68,MX,1682380585
319,dalbandin,28.8947,64.4101,24.1,24,100,2.99,PK,1682380586
320,qui nhon,13.7667,109.2333,26.41,82,86,2.49,VN,1682380513
321,bengkulu,-3.8004,102.2655,24.81,88,92,1.67,ID,1682380586
322,dingle,10.9995,122.6711,28.03,73,10,3.66,PH,1682380586
323,mount isa,-20.7333,139.5,25.87,44,21,5.14,AU,1682380587
324,yokadouma,3.5167,15.05,21.09,99,99,0.92,CM,1682380587
325,fruitville,27.3298,-82.4576,25.97,64,80,3.58,US,1682380588
326,chesma,53.8111,60.6533,9.78,52,4,3.46,RU,1682380588
327,borba,-4.3878,-59.5939,23.47,98,58,0.61,BR,1682380588
328,portland,45.5234,-122.6762,15.85,64,100,2.24,US,1682380588
329,husavik,66.0449,-17.3389,-1.6,61,92,2.87,IS,1682380588
330,korla,41.7597,86.1469,12.43,38,7,1.59,CN,1682380589
331,havoysund,70.9963,24.6622,0.13,58,94,7.09,NO,1682380589
332,pospelikha,51.95,81.7667,2.89,65,84,4.26,RU,1682380589
333,ajdabiya,30.7554,20.2263,18.59,67,79,5.11,LY,1682380590
334,tiksi,71.6872,128.8694,-6.08,93,100,5.66,RU,1682380590
335,port lincoln,-34.7333,135.8667,20.46,52,76,3.74,AU,1682380590
336,avera,33.194,-82.5271,19.03,57,100,2.54,US,1682380590
337,dunedin,-45.8742,170.5036,17.82,43,91,7.81,NZ,1682380591
338,fortuna,40.5982,-124.1573,14.4,74,89,3.13,US,1682380591
339,yerbogachen,61.2767,108.0108,-2.09,86,76,2.07,RU,1682380591
340,scottsboro,34.6723,-86.0341,17.05,31,0,3.09,US,1682380591
341,talakan,50.3167,130.3667,5.33,42,100,0.03,RU,1682380592
342,hay river,60.8156,-115.7999,2.98,75,40,4.12,CA,1682380592
343,ilulissat,69.2167,-51.1,-6.17,97,65,2.3,GL,1682380592
344,polyarnyy,69.1989,33.4478,-7.78,87,9,4.39,RU,1682380593
345,gobabis,-22.45,18.9667,15.8,80,58,3.58,NA,1682380593
346,abu dhabi,24.4667,54.3667,28.86,60,0,1.54,AE,1682380437
347,shwebo,22.5667,95.7,28.48,43,1,2.38,MM,1682380594
348,rabo de peixe,37.8,-25.5833,16.73,100,75,3.09,PT,1682380594
349,sioux lookout,50.1001,-91.917,2.04,41,100,2.57,CA,1682380595
350,dwarka,22.2394,68.9678,26.07,79,92,3.88,IN,1682380595
351,mirabela,-16.2628,-44.1644,21.64,60,93,3.84,BR,1682380596
352,roald,62.5833,6.1333,3.28,75,75,8.23,NO,1682380596
353,pangnirtung,66.1451,-65.7125,2.85,99,100,1.34,CA,1682380596
354,llallagua,-18.4167,-66.6333,7.99,19,0,2.05,BO,1682380596
355,tabas,33.5959,56.9244,24.06,32,99,0.56,IR,1682380596
